tconst,originalTitle,year,genres,runtime,localised_title,averageRating,numVotes,overview,poster_path,production_countries,Actors,Directors,Writers,overview_fr
tt0067814,Szerelem,1971,Drama,88,Amour,7.9,2270,"Luca regularly visits her bedridden mother-in-law. Luca's husband, János, has been arrested on a trumped up political charge, and Luca does not know if he is still alive. Luca hides this from his mother by making up letters purporting to be from János who is directing a big film in New York. Luca discovers that János is alive, and is dismissed from her teaching job because of her husband. The dying mother anxiously awaits the return of her son from New York.",/olMyYBr97MDvn9hJM2se96XtZp6.jpg,HU,"Iván Darvas, Zoltán Bán, László Mensáros, Mari Törőcsik, Éva Bányai, Tibor Bitskey, András Ambrus, Lili Darvas, Erzsi Orsolya, József Almási",Károly Makk,"['Péter Bacsó', 'Tibor Déry']","Luca visite régulièrement sa belle-mère alitée. Le mari de Luca, János, a été arrêté pour une accusation politique fallacieuse, et Luca ne sait pas s'il est encore en vie. Luca le cache à sa mère en rédigeant des lettres prétendant être de János qui réalise un grand film à New York. Luca découvre que János est en vie et est congédiée de son travail d'enseignante à cause de son mari. La mère mourante attend avec impatience le retour de son fils de New York."
tt0067820,Taking Off,1971,"Drama, Music, Comedy",93,Taking Off,7.4,4959,"Unable to deal with her parents, Jeannie Tyne runs away from home. Larry and Lynn Tyne search for her, and in the process meet other people whose children ran away. With their children gone, the parents are now free to rediscover/enjoy life.",/lUBYF2GIl75cVnVuakzHlkwobsy.jpg,US,"Audra Lindley, Tina Turner, David Gittler, Buck Henry, Georgia Engel, Tony Harvey, Ike Turner, Paul Benedict, Vincent Schiavelli, Lynn Carlin",Milos Forman,"['Milos Forman', 'John Klein', 'John Guare', 'Jean-Claude Carrière']","Incapable de s'occuper de ses parents, Jeannie Tyne s'enfuit de chez elle. Larry et Lynn Tyne la recherchent et rencontrent d'autres personnes dont les enfants s'enfuient."
tt0067866,El Topo,1970,"Drama, Western",125,El topo,7.2,32063,"El Topo decides to confront warrior Masters on a trans-formative desert journey he begins with his 6 year old son, who must bury his childhood totems to become a man.",/4ea7sUzZaQNRuIm4M6EqWLQWfnX.jpg,MX,"Federico Gonzáles, René Alís, José Luis Fernández, Gerardo Zepeda, Ali Junco, Alfonso Arau, José Legarreta, René Barrera, Brontis Jodorowsky, Alejandro Jodorowsky",Alejandro Jodorowsky,['Alejandro Jodorowsky'],"El Topo décide de confronter les maîtres guerriers à un voyage transformatif dans le désert, il commence avec son fils de 6 ans, qui doit enterrer ses totems d'enfance pour devenir un homme."
tt0067885,Trzecia czesc nocy,1971,"Horror, Drama, War",107,La troisième partie de la nuit,7.3,2880,"Set during the Nazi occupation of Poland, in which Michal witnesses the murder of his mother, wife and child. He is hurled into a life that literally is not his own; a surreal world littered with trapdoors, doppelgängers and wormholes. It also tells the true untold story of a Nazi vaccine laboratory where Jews and members of the resistance were “employed” as feeders for parasites infected with typhus.",/26bTBcH1SVn92dVNr6X9JQxXlxe.jpg,PL,"Malgorzata Braunek, Hanna Stankówna, Marek Walczewski, Leszek Teleszynski, Jan Nowicki, Michal Grudzinski, Leszek Dlugosz, Anna Milewska, Alicja Jachiewicz, Jerzy Golinski",Andrzej Zulawski,"['Miroslaw Zulawski', 'Andrzej Zulawski']","Situé pendant l'occupation nazie de la Pologne, dans lequel Michal est témoin du meurtre de sa mère, de sa femme et de son enfant. Il est lancé dans une vie qui n'est littéralement pas la sienne; un monde surréaliste jonché de trappes, de doppelgängers et de vortex. Il raconte également la véritable histoire d'un laboratoire de vaccins nazis où les juifs et les membres de la résistance étaient employés comme nourrisseurs de parasites infectés par le typhus."
tt0067893,Two-Lane Blacktop,1971,Drama,102,Macadam à deux voies,7.2,13763,"A driver and a mechanic travel around the United States hopping from drag strip to drag strip in a 1955 Chevy Bel-Air coupe. They race for money, betting with their competitors. The pair gains a young and talkative female stowaway. Along the way they unintentionally attract a well-to-do drifter driving a new Pontiac GTO. This older man, looking for attention, antagonizes their efforts.",/vopsDZGeV6QW47bXf5H8KAoPRAQ.jpg,US,"David Drake, Dennis Wilson, Jaclyn Hellman, Laurie Bird, Rudy Wurlitzer, Richard Ruth, Warren Oates, Harry Dean Stanton, James Taylor, Bill Keller",Monte Hellman,"['Rudy Wurlitzer', 'Will Corry']","Un pilote et un mécanicien voyagent dans les États-Unis en train de sauter de la drag strip à la drag strip dans un coupé Chevy Bel-Air 1955. Ils font la course pour de l'argent, pariant avec leurs concurrents. La paire gagne une jeune et bavarde femelle stowaway. En chemin ils attirent involontairement un dériveur bien-à-faire conduire un nouveau Pontiac GTO. Cet homme plus âgé, à la recherche de l'attention, antagonise leurs efforts."
tt0067900,Un flic,1972,"Thriller, Crime",98,Un flic,7.0,11340,"A Parisian police chief has an affair, but unbeknownst to him, the boyfriend of the woman he’s having an affair with is a bank robber planning a heist.",/gICgcF0VuxW13XeHeeUEKlAkyOE.jpg,"IT, FR","Valérie Wilson, Catherine Deneuve, Simone Valère, Paul Crauchet, Richard Crenna, Riccardo Cucciolla, Michael Conrad, Jean Desailly, Alain Delon, André Pousse",Jean-Pierre Melville,['Jean-Pierre Melville'],"Un chef de police parisien a une liaison, mais à son insu, le petit ami de la femme avec qui il a une liaison est un braqueur de banque qui planifie un braquage."
tt0067919,Utvandrarna,1971,"History, Drama",151,Les Émigrants,8.0,7701,"A Swedish peasant family, ravaged by poverty, privation and misery in mid-19th century Sweden, set out on a perilous journey to America in hope of a better life.",/aZwS9SxiVpPLoXURNoKiFnPLKfe.jpg,SE,"Eddie Axberg, Allan Edwall, Ulla Smidje, Sven-Olof Bern, Max von Sydow, Liv Ullmann, Monica Zetterlund, Pierre Lindstedt, Aina Alfredsson, Hans Alfredson",Jan Troell,"['Bengt Forslund', 'Jan Troell', 'Vilhelm Moberg']","Une famille paysanne suédoise, ravagée par la pauvreté, la privation et la misère au milieu du XIXe siècle, partit en voyage périlleux vers l'Amérique dans l'espoir d'une vie meilleure."
tt0067927,Vanishing Point,1971,"Action, Thriller, Crime",99,Point limite zéro,7.2,31201,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",/1ThnpFx2G2HPhecvODGFEQxfOpO.jpg,US,"Anthony James, Cleavon Little, Victoria Medlin, Gilda Texter, Barry Newman, Charlotte Rampling, Robert Donner, Timothy Scott, Paul Koslo, Dean Jagger",Richard C. Sarafian,"['Guillermo Cabrera Infante', 'Malcolm Hart']","Kowalski travaille pour un service de livraison de voiture, et prend la livraison d'un Dodge Challenger 1970 pour conduire du Colorado à San Francisco. Peu après le ramassage, il prend un pari pour y amener la voiture en moins de 15 heures."
tt0067959,Walkabout,1971,"Adventure, Drama",100,La randonnée,7.6,28057,"Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aborigine boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.",/24vooYt5StgtgcQObVr1GHuM5gy.jpg,"GB, AU","Robert McDarra, Luc Roeg, John Meillon, Jenny Agutter, Peter Carver, Noeline Brown, Barry Donnelly, John Illingsworth, David Gulpilil, Hilary Bamberger",Nicolas Roeg,"['Edward Bond', 'Donald G. Payne']","Sous prétexte d'avoir un pique-nique, un géologue emmène sa fille adolescente et son fils de 6 ans dans l'arrière-pays australien et tente de les tuer. Lorsqu'il échoue, il tourne le fusil sur lui-même, et les deux enfants de la ville doivent affronter seul un désert rude. Ils sont sauvés par une rencontre par hasard avec un garçon aborigène qui leur montre comment survivre, et dans le processus souligne la disharmonie entre la nature et la vie moderne."
tt0067961,Wanda,1970,"Drama, Crime",102,Wanda,7.1,6041,"After a string of abusive relationships, Wanda abandons her family and seeks solace in the company of a petty criminal.",/5oq7N8xqp4WtWqyCFsW2xQuZOQi.jpg,US,"Milton Gittleman, Anthony Rotell, Marian Thier, Michael Higgins, Jerome Thier, Peter Shupenes, M.L. Kennedy, Gerald Grippo, Dorothy Shupenes, Barbara Loden",Barbara Loden,['Barbara Loden'],"Après une série de relations abusives, Wanda abandonne sa famille et cherche du réconfort en compagnie d'un petit criminel."
tt0067992,Willy Wonka & the Chocolate Factory,1971,"Adventure, Family, Comedy",100,Willy Wonka au pays enchanté,7.8,233328,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",/xBcfztSiG2dDrtHB4GalRmpKYjJ.jpg,US,"Peter Ostrum, Nora Denney, Jack Albertson, Leonard Stone, Ursula Reit, Gene Wilder, Julie Dawn Cole, Roy Kinnear, Denise Nickerson, Paris Themmen",Mel Stuart,['Roald Dahl'],"Quand Willy Wonka promet un approvisionnement à vie de bonbons et une visite de son usine de chocolat à cinq enfants chanceux, sans sou Charlie Bucket cherche le billet d'or qui fera de lui un gagnant."
tt0068154,... continuavano a chiamarlo Trinità,1971,"Comedy, Western",117,On continue à l'appeler Trinita,7.2,17912,The two brothers Trinity and Bambino are exchanged by two federal agents and take advantage of the situation to steal a huge booty hidden in a monastery by a gang of outlaws.,/oRd5Zb2MJEvBBxvyh3gVe6d4cAl.jpg,IT,"Pupo De Luca, Enzo Tarascio, Terence Hill, Bud Spencer, Jessica Dublin, Emilio Delle Piane, Dana Ghia, Enzo Fiermonte, Yanti Somer, Harry Carey Jr.",Enzo Barboni,"['Enzo Barboni', 'Gene Luotto']",Les deux frères Trinity et Bambino sont échangés par deux agents fédéraux et profitent de la situation pour voler un énorme butin caché dans un monastère par une bande de hors-la-loi.
tt0068161,...A zori zdes tikhie,1972,"History, Drama, War",188,La 359ème section,8.1,4924,"In a remote village in Karelia, Sergeant Vaskov commands an anti-aircraft unit that protects a rail depot. While his men are transferred to the front line, he is reprimanded for their unruly behavior. He retorts that he wants replacements that aren't drunks or womanizers. In response, he is assigned a unit made up entirely of young women, fresh from training.",/q3jXq6rahRFqNwvbOWUUN1iPL8v.jpg,SU,"Lyudmila Zaytseva, Ekaterina Markova, Olga Ostroumova, Aleksey Chernov, Elena Drapeko, Irina Shevchuk, Nina Yemelyanova, Alla Meshcheryakova, Irina Dolganova, Andrey Martynov",Stanislav Rostotskiy,"['Stanislav Rostotskiy', 'Boris Vasilev']","Dans un village éloigné de Carélie, le sergent Vaskov commande une unité antiaérienne qui protège un dépôt ferroviaire. Pendant que ses hommes sont transférés sur la ligne de front, il est réprimandé pour leur comportement indiscipliné. Il rétorque qu'il veut des remplacements qui ne sont pas des ivrognes ou des femmes."
tt0068168,Across 110th Street,1972,"Action, Drama, Crime",102,Meurtres dans la 110e Rue,7.0,7381,"In a daring robbery, some $300,000 is taken from the Italian mob. Several mafiosi are killed, as are two policemen. Lt. Pope and Capt. Mattelli are two New York City cops trying to break the case. Three small-time criminals are on the run with the money. Will the mafia catch them first, or will the police?",/e8RoE4f8Z2vvyQKoQrOotu5MtAA.jpg,US,"Gerry Black, Joseph Attles, Frank Arno, Tina Beyer, Yaphet Kotto, Paul Benjamin, Anthony Quinn, Anthony Franciosa, Frank Adu, Ed Bernard",Barry Shear,"['Wally Ferris', 'Luther Davis']","Dans un vol audacieux, quelque 300 000 $ sont pris à la mafiose italienne. Plusieurs mafiosi sont tués, tout comme deux policiers. Le lieutenant Pope et le capitaine Mattelli sont deux policiers de la ville de New York essayant de briser l'affaire. Trois petits criminels sont en fuite avec l'argent. La mafia les attrapera-t-elle d'abord, ou la police le fera-t-elle ?"
tt0068182,"Aguirre, der Zorn Gottes",1972,"Action, Adventure, Biography",95,"Aguirre, la colère de Dieu",7.8,64026,"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",/6MNqmGe0JjEuGX1PMjRBAEI6aXg.jpg,"DE, PE, MX","Armando Polanah, Cecilia Rivera, Alexandra Cheves, Edward Roland, Del Negro, Ruy Guerra, Klaus Kinski, Peter Berling, Daniel Ades, Helena Rojo",Werner Herzog,['Werner Herzog'],"Quelques décennies après la destruction de l'Empire inca, une expédition espagnole dirigée par l'infâme Aguirre quitte les montagnes du Pérou et descend l'Amazone à la recherche de la ville perdue d'El Dorado. Quand de grandes difficultés surgissent, les hommes commencent à se demander si leur quête les mènera à la prospérité ou à une mort certaine."
tt0068205,L'amour l'après-midi,1972,"Drama, Romance, Comedy",97,Six Contes Moraux VI: L'amour l'après-midi,7.6,9667,"The last of Rohmer's Six Moral Tales. Frederic leads a bourgeois life; he is a partner in a small Paris office and is happily married to Helene, a teacher expecting her second child. In the afternoons, Frederic daydreams about other women, but has no intention of taking any action. One day, Chloe, who had been a mistress of an old friend, begins dropping by his office. They meet as friends, irregularly in the afternoons, till eventually Chloe decides to seduce Frederic, causing him a moral dilemma.",/zRvqHfzdFST7zQkVaOe4yNsanHw.jpg,FR,"Daniel Ceccaldi, Elisabeth Ferrier, Jean-Louis Livi, Irène Skobline, Françoise Verley, Malvina Penne, Bernard Verley, Pierre Nunzi, Tina Michelino, Zouzou",Éric Rohmer,['Éric Rohmer'],"Le dernier des Six Moral Tales de Rohmer. Frederic mène une vie bourgeoise; il est associé dans un petit bureau de Paris et est heureux marié à Hélène, une enseignante qui attend son deuxième enfant. Dans l'après-midi, Frederic rêve d'autres femmes, mais n'a pas l'intention d'agir. Un jour, Chloe, qui avait été une maîtresse d'un vieil ami, commence à tomber à son bureau. Ils se rencontrent comme amis, irrégulièrement dans l'après-midi, jusqu'à ce que finalement Chloe décide de séduire Frederic, ce qui lui cause un dilemme moral."
